LocalTime,Symbol,EventType,Side,FillSize,FillPrice,FillExchange,SymbolBought,SymbolSold,SymbolPosition,SymbolNotional,ExchangeBought,ExchangeSold,TotalBought,TotalSold,TotalBoughtNotional,TotalSoldNotional
1900-01-01 11:00:03,H,TRADE,b,28449,8.25,NASDAQ,113795,85345,28450,234704.25,813446,1089681,1364425,1221454,7476281.17,6591662.91
1900-01-01 11:01:02,H,TRADE,t,28449,8.26,NASDAQ,113795,113794,1,234988.74,813446,1118130,1364425,1249903,7476281.17,6826651.65
1900-01-01 11:01:59,S,TRADE,b,7112,5.39,NASDAQ,21336,14224,7112,38333.68,820558,1118130,1371537,1249903,7514614.85,6826651.65
1900-01-01 11:02:03,S,TRADE,t,7112,5.39,NASDAQ,21336,21336,0,38333.68,820558,1125242,1371537,1257015,7514614.85,6864985.33
1900-01-01 11:02:39,S,TRADE,b,7112,2.17,NYSE,28448,21336,7112,15433.039999999999,558091,131773,1378649,1257015,7530047.89,6864985.33
1900-01-01 11:03:33,S,TRADE,b,7112,2.17,NYSE,35560,21336,14224,15433.039999999999,565203,131773,1385761,1257015,7545480.93,6864985.33
1900-01-01 11:04:03,S,TRADE,b,7112,2.17,NASDAQ,42672,21336,21336,15433.039999999999,827670,1125242,1392873,1257015,7560913.97,6864985.33
1900-01-01 11:04:18,S,TRADE,b,7112,2.17,NYSE,49784,21336,28448,15433.039999999999,572315,131773,1399985,1257015,7576347.01,6864985.33
1900-01-01 11:05:09,S,TRADE,s,7112,2.18,NASDAQ,49784,28448,21336,15504.160000000002,827670,1132354,1399985,1264127,7576347.01,6880489.49
1900-01-01 11:05:39,S,TRADE,b,14224,2.17,NYSE,64008,28448,35560,30866.079999999998,586539,131773,1414209,1264127,7607213.09,6880489.49
1900-01-01 11:06:00,S,TRADE,b,7112,2.17,NYSE,71120,28448,42672,15433.039999999999,593651,131773,1421321,1264127,7622646.13,6880489.49
1900-01-01 11:06:14,S,TRADE,b,7112,2.17,NYSE,78232,28448,49784,15433.039999999999,600763,131773,1428433,1264127,7638079.17,6880489.49
1900-01-01 11:06:18,S,TRADE,b,7112,2.17,NYSE,85344,28448,56896,15433.039999999999,607875,131773,1435545,1264127,7653512.21,6880489.49
1900-01-01 11:07:01,S,TRADE,b,7112,2.17,NYSE,92456,28448,64008,15433.039999999999,614987,131773,1442657,1264127,7668945.25,6880489.49
1900-01-01 11:07:02,S,TRADE,b,7112,2.17,NYSE,99568,28448,71120,15433.039999999999,622099,131773,1449769,1264127,7684378.29,6880489.49
1900-01-01 11:07:09,S,TRADE,b,7112,2.17,NASDAQ,106680,28448,78232,15433.039999999999,834782,1132354,1456881,1264127,7699811.33,6880489.49
1900-01-01 11:08:02,S,TRADE,s,7112,2.18,NASDAQ,106680,35560,71120,15504.160000000002,834782,1139466,1456881,1271239,7699811.33,6895993.65
1900-01-01 11:08:30,S,TRADE,s,7112,2.18,NASDAQ,106680,42672,64008,15504.160000000002,834782,1146578,1456881,1278351,7699811.33,6911497.8100000005
1900-01-01 11:09:06,S,TRADE,b,14224,2.17,NASDAQ,120904,42672,78232,30866.079999999998,849006,1146578,1471105,1278351,7730677.41,6911497.8100000005
1900-01-01 11:09:33,S,TRADE,b,7112,2.17,NASDAQ,128016,42672,85344,15433.039999999999,856118,1146578,1478217,1278351,7746110.45,6911497.8100000005
1900-01-01 11:09:34,S,TRADE,b,7112,2.17,NASDAQ,135128,42672,92456,15433.039999999999,863230,1146578,1485329,1278351,7761543.49,6911497.8100000005
1900-01-01 11:10:21,S,TRADE,b,35561,2.17,NASDAQ,170689,42672,128017,77167.37,898791,1146578,1520890,1278351,7838710.86,6911497.8100000005
1900-01-01 11:10:39,S,TRADE,b,7112,2.17,NASDAQ,177801,42672,135129,15433.039999999999,905903,1146578,1528002,1278351,7854143.9,6911497.8100000005
1900-01-01 11:10:56,S,TRADE,b,7112,2.17,NASDAQ,184913,42672,142241,15433.039999999999,913015,1146578,1535114,1278351,7869576.94,6911497.8100000005
1900-01-01 11:11:42,S,TRADE,b,7112,2.17,NASDAQ,192025,42672,149353,15433.039999999999,920127,1146578,1542226,1278351,7885009.98,6911497.8100000005
1900-01-01 11:12:34,S,TRADE,b,7112,2.17,NASDAQ,199137,42672,156465,15433.039999999999,927239,1146578,1549338,1278351,7900443.0200000005,6911497.8100000005
1900-01-01 11:13:29,S,TRADE,b,7112,2.17,NASDAQ,206249,42672,163577,15433.039999999999,934351,1146578,1556450,1278351,7915876.0600000005,6911497.8100000005
1900-01-01 11:14:22,S,TRADE,b,49786,2.17,NASDAQ,256035,42672,213363,108035.62,984137,1146578,1606236,1278351,8023911.680000001,6911497.8100000005
1900-01-01 11:14:28,S,TRADE,s,7112,2.18,NASDAQ,256035,49784,206251,15504.160000000002,984137,1153690,1606236,1285463,8023911.680000001,6927001.970000001
1900-01-01 11:14:58,S,TRADE,s,7112,2.18,NASDAQ,256035,56896,199139,15504.160000000002,984137,1160802,1606236,1292575,8023911.680000001,6942506.130000001
1900-01-01 11:15:18,S,TRADE,s,7112,2.18,NASDAQ,256035,64008,192027,15504.160000000002,984137,1167914,1606236,1299687,8023911.680000001,6958010.290000001
1900-01-01 11:15:30,S,TRADE,s,14224,2.18,NASDAQ,256035,78232,177803,31008.320000000003,984137,1182138,1606236,1313911,8023911.680000001,6989018.610000001
1900-01-01 11:15:48,S,TRADE,s,7112,2.18,NASDAQ,256035,85344,170691,15504.160000000002,984137,1189250,1606236,1321023,8023911.680000001,7004522.770000001
1900-01-01 11:16:17,S,TRADE,s,7112,2.18,NASDAQ,256035,92456,163579,15504.160000000002,984137,1196362,1606236,1328135,8023911.680000001,7020026.930000002
1900-01-01 11:16:55,S,TRADE,s,7112,2.18,NASDAQ,256035,99568,156467,15504.160000000002,984137,1203474,1606236,1335247,8023911.680000001,7035531.090000002
1900-01-01 11:17:00,S,TRADE,s,7112,2.18,NASDAQ,256035,106680,149355,15504.160000000002,984137,1210586,1606236,1342359,8023911.680000001,7051035.250000002
1900-01-01 11:17:33,S,TRADE,b,7112,2.17,NASDAQ,263147,106680,156467,15433.039999999999,991249,1210586,1613348,1342359,8039344.720000001,7051035.250000002
1900-01-01 11:17:42,S,TRADE,s,7112,2.18,NASDAQ,263147,113792,149355,15504.160000000002,991249,1217698,1613348,1349471,8039344.720000001,7066539.410000002
1900-01-01 11:18:24,S,TRADE,s,14224,2.18,NASDAQ,263147,128016,135131,31008.320000000003,991249,1231922,1613348,1363695,8039344.720000001,7097547.730000002
1900-01-01 11:19:24,S,TRADE,s,35561,2.18,NASDAQ,263147,163577,99570,77522.98000000001,991249,1267483,1613348,1399256,8039344.720000001,7175070.710000003
1900-01-01 11:20:16,S,TRADE,s,49786,2.18,NASDAQ,263147,213363,49784,108533.48000000001,991249,1317269,1613348,1449042,8039344.720000001,7283604.190000003
1900-01-01 11:21:08,S,TRADE,s,7112,2.18,NASDAQ,263147,220475,42672,15504.160000000002,991249,1324381,1613348,1456154,8039344.720000001,7299108.350000003
1900-01-01 11:21:32,S,TRADE,s,7112,2.18,NASDAQ,263147,227587,35560,15504.160000000002,991249,1331493,1613348,1463266,8039344.720000001,7314612.5100000035
1900-01-01 11:22:10,S,TRADE,s,7112,2.18,NASDAQ,263147,234699,28448,15504.160000000002,991249,1338605,1613348,1470378,8039344.720000001,7330116.670000004
1900-01-01 11:22:38,S,TRADE,s,7112,2.18,NASDAQ,263147,241811,21336,15504.160000000002,991249,1345717,1613348,1477490,8039344.720000001,7345620.830000004
1900-01-01 11:23:33,S,TRADE,s,7112,2.18,NASDAQ,263147,248923,14224,15504.160000000002,991249,1352829,1613348,1484602,8039344.720000001,7361124.990000004
1900-01-01 11:24:15,S,TRADE,s,7112,2.18,NASDAQ,263147,256035,7112,15504.160000000002,991249,1359941,1613348,1491714,8039344.720000001,7376629.150000004
1900-01-01 11:24:36,S,TRADE,s,7112,2.18,NASDAQ,263147,263147,0,15504.160000000002,991249,1367053,1613348,1498826,8039344.720000001,7392133.310000004
1900-01-01 11:24:59,BO,TRADE,b,7112,12.51,NASDAQ,7112,0,7112,88971.12,998361,1367053,1620460,1498826,8128315.840000001,7392133.310000004
1900-01-01 11:25:15,BO,TRADE,t,7112,12.51,NASDAQ,7112,7112,0,88971.12,998361,1374165,1620460,1505938,8128315.840000001,7481104.430000004
1900-01-01 11:25:52,BO,TRADE,b,7112,12.51,NASDAQ,14224,7112,7112,88971.12,1005473,1374165,1627572,1505938,8217286.960000001,7481104.430000004
1900-01-01 11:26:19,BO,TRADE,t,7112,12.51,NASDAQ,14224,14224,0,88971.12,1005473,1381277,1627572,1513050,8217286.960000001,7570075.5500000045
1900-01-01 11:27:09,BO,TRADE,b,7112,12.5,NASDAQ,21336,14224,7112,88900.0,1012585,1381277,1634684,1513050,8306186.960000001,7570075.5500000045
1900-01-01 11:27:23,BO,TRADE,t,7112,12.51,NASDAQ,21336,21336,0,88971.12,1012585,1388389,1634684,1520162,8306186.960000001,7659046.670000005
1900-01-01 11:28:02,BO,TRADE,b,7112,12.5,NASDAQ,28448,21336,7112,88900.0,1019697,1388389,1641796,1520162,8395086.96,7659046.670000005
1900-01-01 11:28:35,BO,TRADE,t,7112,12.51,NASDAQ,28448,28448,0,88971.12,1019697,1395501,1641796,1527274,8395086.96,7748017.790000005
1900-01-01 11:29:26,BO,TRADE,t,7112,12.5,NASDAQ,28448,35560,-7112,88900.0,1019697,1402613,1641796,1534386,8395086.96,7836917.790000005
1900-01-01 11:30:06,BO,TRADE,t,7112,12.5,NYSE,28448,42672,-14224,88900.0,622099,138885,1641796,1541498,8395086.96,7925817.790000005
1900-01-01 11:31:00,BO,TRADE,b,7112,12.5,NASDAQ,35560,42672,-7112,88900.0,1026809,1402613,1648908,1541498,8483986.96,7925817.790000005
1900-01-01 11:31:11,BO,TRADE,b,7112,12.5,NASDAQ,42672,42672,0,88900.0,1033921,1402613,1656020,1541498,8572886.96,7925817.790000005
1900-01-01 11:31:25,LMA,TRADE,b,7112,10.03,NYSE,714770,707658,7112,71333.36,629211,138885,1663132,1541498,8644220.32,7925817.790000005
1900-01-01 11:31:53,LMA,TRADE,t,7112,10.03,NASDAQ,714770,714770,0,71333.36,1033921,1409725,1663132,1548610,8644220.32,7997151.150000005
1900-01-01 11:32:44,LMA,TRADE,b,7112,6.34,NASDAQ,721882,714770,7112,45090.08,1041033,1409725,1670244,1548610,8689310.4,7997151.150000005
1900-01-01 11:32:49,LMA,TRADE,t,7112,6.34,NASDAQ,721882,721882,0,45090.08,1041033,1416837,1670244,1555722,8689310.4,8042241.230000005
1900-01-01 11:33:23,LMA,TRADE,b,14224,6.34,NASDAQ,736106,721882,14224,90180.16,1055257,1416837,1684468,1555722,8779490.56,8042241.230000005
1900-01-01 11:33:53,LMA,TRADE,t,7112,6.34,NASDAQ,736106,728994,7112,45090.08,1055257,1423949,1684468,1562834,8779490.56,8087331.310000005
1900-01-01 11:34:38,LMA,TRADE,t,7112,6.34,NASDAQ,736106,736106,0,45090.08,1055257,1431061,1684468,1569946,8779490.56,8132421.390000005
1900-01-01 11:34:43,LMA,TRADE,b,7112,6.34,NASDAQ,743218,736106,7112,45090.08,1062369,1431061,1691580,1569946,8824580.64,8132421.390000005
1900-01-01 11:34:55,LMA,TRADE,t,7112,6.34,NASDAQ,743218,743218,0,45090.08,1062369,1438173,1691580,1577058,8824580.64,8177511.470000005
1900-01-01 11:35:28,LMA,TRADE,b,7112,2.66,NYSE,750330,743218,7112,18917.920000000002,636323,138885,1698692,1577058,8843498.56,8177511.470000005
1900-01-01 11:35:30,LMA,TRADE,b,42673,2.66,NYSE,793003,743218,49785,113510.18000000001,678996,138885,1741365,1577058,8957008.74,8177511.470000005
1900-01-01 11:35:57,LMA,TRADE,b,7112,2.65,NASDAQ,800115,743218,56897,18846.8,1069481,1438173,1748477,1577058,8975855.540000001,8177511.470000005
1900-01-01 11:36:38,LMA,TRADE,b,7112,2.66,NASDAQ,807227,743218,64009,18917.920000000002,1076593,1438173,1755589,1577058,8994773.46,8177511.470000005
1900-01-01 11:36:52,LMA,TRADE,b,7112,2.66,NASDAQ,814339,743218,71121,18917.920000000002,1083705,1438173,1762701,1577058,9013691.38,8177511.470000005
1900-01-01 11:37:07,LMA,TRADE,b,7112,2.66,NASDAQ,821451,743218,78233,18917.920000000002,1090817,1438173,1769813,1577058,9032609.3,8177511.470000005
1900-01-01 11:37:37,LMA,TRADE,b,7112,2.66,NASDAQ,828563,743218,85345,18917.920000000002,1097929,1438173,1776925,1577058,9051527.22,8177511.470000005
1900-01-01 11:37:38,LMA,TRADE,b,7112,2.66,NASDAQ,835675,743218,92457,18917.920000000002,1105041,1438173,1784037,1577058,9070445.14,8177511.470000005
1900-01-01 11:37:46,LMA,TRADE,t,7112,2.66,NASDAQ,835675,750330,85345,18917.920000000002,1105041,1445285,1784037,1584170,9070445.14,8196429.390000005
1900-01-01 11:37:53,LMA,TRADE,t,7112,2.66,NASDAQ,835675,757442,78233,18917.920000000002,1105041,1452397,1784037,1591282,9070445.14,8215347.310000005
1900-01-01 11:38:30,LMA,TRADE,t,42673,2.66,NASDAQ,835675,800115,35560,113510.18000000001,1105041,1495070,1784037,1633955,9070445.14,8328857.490000005
1900-01-01 11:38:48,LMA,TRADE,t,7112,2.66,NASDAQ,835675,807227,28448,18917.920000000002,1105041,1502182,1784037,1641067,9070445.14,8347775.410000005
1900-01-01 11:39:46,LMA,TRADE,t,7112,2.66,NASDAQ,835675,814339,21336,18917.920000000002,1105041,1509294,1784037,1648179,9070445.14,8366693.330000005
1900-01-01 11:40:24,LMA,TRADE,t,7112,2.66,NASDAQ,835675,821451,14224,18917.920000000002,1105041,1516406,1784037,1655291,9070445.14,8385611.250000005
1900-01-01 11:40:26,LMA,TRADE,t,5760,2.66,NASDAQ,835675,827211,8464,15321.6,1105041,1522166,1784037,1661051,9070445.14,8400932.850000005
1900-01-01 11:41:18,LMA,TRADE,t,1351,2.66,NASDAQ,835675,828562,7113,3593.6600000000003,1105041,1523517,1784037,1662402,9070445.14,8404526.510000005
1900-01-01 11:41:30,LMA,TRADE,t,5760,2.66,NASDAQ,835675,834322,1353,15321.6,1105041,1529277,1784037,1668162,9070445.14,8419848.110000005
1900-01-01 11:41:36,LMA,TRADE,t,1351,2.66,NASDAQ,835675,835673,2,3593.6600000000003,1105041,1530628,1784037,1669513,9070445.14,8423441.770000005
1900-01-01 11:42:19,LMA,TRADE,t,7112,5.64,NYSE,835675,842785,-7110,40111.68,678996,145997,1784037,1676625,9070445.14,8463553.450000005
1900-01-01 11:42:40,LMA,TRADE,t,7112,5.64,NASDAQ,835675,849897,-14222,40111.68,1105041,1537740,1784037,1683737,9070445.14,8503665.130000005
1900-01-01 11:43:22,LMA,TRADE,t,7112,5.64,NYSE,835675,857009,-21334,40111.68,678996,153109,1784037,1690849,9070445.14,8543776.810000004
1900-01-01 11:43:52,LMA,TRADE,b,7112,5.64,NASDAQ,842787,857009,-14222,40111.68,1112153,1537740,1791149,1690849,9110556.82,8543776.810000004
1900-01-01 11:44:29,LMA,TRADE,b,7112,5.64,NASDAQ,849899,857009,-7110,40111.68,1119265,1537740,1798261,1690849,9150668.5,8543776.810000004
1900-01-01 11:44:52,LMA,TRADE,b,7112,5.64,NASDAQ,857011,857009,2,40111.68,1126377,1537740,1805373,1690849,9190780.18,8543776.810000004
1900-01-01 11:45:03,BO,TRADE,t,7112,12.47,NYSE,42672,49784,-7112,88686.64,678996,160221,1805373,1697961,9190780.18,8632463.450000005
1900-01-01 11:45:22,BO,TRADE,t,7112,12.46,NYSE,42672,56896,-14224,88615.52,678996,167333,1805373,1705073,9190780.18,8721078.970000004
1900-01-01 11:46:22,BO,TRADE,t,7112,12.46,NYSE,42672,64008,-21336,88615.52,678996,174445,1805373,1712185,9190780.18,8809694.490000004
1900-01-01 11:46:28,BO,TRADE,t,14224,12.47,NASDAQ,42672,78232,-35560,177373.28,1126377,1551964,1805373,1726409,9190780.18,8987067.770000003
1900-01-01 11:47:26,BO,TRADE,t,7112,12.47,NASDAQ,42672,85344,-42672,88686.64,1126377,1559076,1805373,1733521,9190780.18,9075754.410000004
1900-01-01 11:47:45,BO,TRADE,t,14224,12.47,NYSE,42672,99568,-56896,177373.28,678996,188669,1805373,1747745,9190780.18,9253127.690000003
1900-01-01 11:48:20,BO,TRADE,t,7112,12.47,NYSE,42672,106680,-64008,88686.64,678996,195781,1805373,1754857,9190780.18,9341814.330000004
1900-01-01 11:48:51,BO,TRADE,t,14224,12.47,NASDAQ,42672,120904,-78232,177373.28,1126377,1573300,1805373,1769081,9190780.18,9519187.610000003
1900-01-01 11:49:07,BO,TRADE,t,7112,12.47,NYSE,42672,128016,-85344,88686.64,678996,202893,1805373,1776193,9190780.18,9607874.250000004
1900-01-01 11:49:10,BO,TRADE,t,14224,12.46,NASDAQ,42672,142240,-99568,177231.04,1126377,1587524,1805373,1790417,9190780.18,9785105.290000003
1900-01-01 11:49:36,BO,TRADE,t,7112,12.46,NASDAQ,42672,149352,-106680,88615.52,1126377,1594636,1805373,1797529,9190780.18,9873720.810000002
1900-01-01 11:49:43,BO,TRADE,t,14224,12.47,NASDAQ,42672,163576,-120904,177373.28,1126377,1608860,1805373,1811753,9190780.18,10051094.090000002
1900-01-01 11:50:23,BO,TRADE,t,7112,12.47,NASDAQ,42672,170688,-128016,88686.64,1126377,1615972,1805373,1818865,9190780.18,10139780.730000002
1900-01-01 11:50:49,BO,TRADE,b,7112,12.45,NASDAQ,49784,170688,-120904,88544.4,1133489,1615972,1812485,1818865,9279324.58,10139780.730000002
1900-01-01 11:51:26,BO,TRADE,b,7112,12.45,NASDAQ,56896,170688,-113792,88544.4,1140601,1615972,1819597,1818865,9367868.98,10139780.730000002
1900-01-01 11:52:09,BO,TRADE,b,7112,12.45,NASDAQ,64008,170688,-106680,88544.4,1147713,1615972,1826709,1818865,9456413.38,10139780.730000002
1900-01-01 11:52:18,BO,TRADE,b,7112,12.45,NASDAQ,71120,170688,-99568,88544.4,1154825,1615972,1833821,1818865,9544957.780000001,10139780.730000002
1900-01-01 11:52:55,BO,TRADE,b,4267,12.45,NASDAQ,75387,170688,-95301,53124.149999999994,1159092,1615972,1838088,1818865,9598081.930000002,10139780.730000002
1900-01-01 11:53:33,BO,TRADE,b,2844,12.45,NASDAQ,78231,170688,-92457,35407.799999999996,1161936,1615972,1840932,1818865,9633489.730000002,10139780.730000002
1900-01-01 11:53:59,BO,TRADE,b,4267,12.45,NASDAQ,82498,170688,-88190,53124.149999999994,1166203,1615972,1845199,1818865,9686613.880000003,10139780.730000002
1900-01-01 11:54:08,BO,TRADE,b,2844,12.45,NASDAQ,85342,170688,-85346,35407.799999999996,1169047,1615972,1848043,1818865,9722021.680000003,10139780.730000002
1900-01-01 11:54:34,BO,TRADE,b,3556,12.45,NASDAQ,88898,170688,-81790,44272.2,1172603,1615972,1851599,1818865,9766293.880000003,10139780.730000002
1900-01-01 11:55:03,BO,TRADE,b,14224,12.47,NASDAQ,103122,170688,-67566,177373.28,1186827,1615972,1865823,1818865,9943667.160000002,10139780.730000002
1900-01-01 11:55:52,BO,TRADE,b,21336,12.47,NASDAQ,124458,170688,-46230,266059.92000000004,1208163,1615972,1887159,1818865,10209727.080000002,10139780.730000002
1900-01-01 11:55:56,BO,TRADE,b,17780,12.48,NASDAQ,142238,170688,-28450,221894.4,1225943,1615972,1904939,1818865,10431621.480000002,10139780.730000002
1900-01-01 11:56:37,BO,TRADE,b,7112,12.48,NASDAQ,149350,170688,-21338,88757.76000000001,1233055,1615972,1912051,1818865,10520379.240000002,10139780.730000002
1900-01-01 11:57:11,BO,TRADE,b,21336,12.47,NASDAQ,170686,170688,-2,266059.92000000004,1254391,1615972,1933387,1818865,10786439.160000002,10139780.730000002
1900-01-01 11:57:38,BO,TRADE,b,21336,12.47,NASDAQ,192022,170688,21334,266059.92000000004,1275727,1615972,1954723,1818865,11052499.080000002,10139780.730000002
1900-01-01 11:58:14,BO,TRADE,b,49786,12.47,NYSE,241808,170688,71120,620831.42,728782,202893,2004509,1818865,11673330.500000002,10139780.730000002
1900-01-01 11:58:26,BO,TRADE,b,21336,12.47,NYSE,263144,170688,92456,266059.92000000004,750118,202893,2025845,1818865,11939390.420000002,10139780.730000002
1900-01-01 11:59:19,BO,TRADE,b,14224,12.47,NYSE,277368,170688,106680,177373.28,764342,202893,2040069,1818865,12116763.700000001,10139780.730000002
1900-01-01 12:00:04,BO,TRADE,b,78235,12.47,NYSE,355603,170688,184915,975590.4500000001,842577,202893,2118304,1818865,13092354.15,10139780.730000002
1900-01-01 12:00:47,BO,TRADE,t,7112,12.47,NASDAQ,355603,177800,177803,88686.64,1275727,1623084,2118304,1825977,13092354.15,10228467.370000003
1900-01-01 12:01:04,BO,TRADE,b,149358,12.47,NASDAQ,504961,177800,327161,1862494.26,1425085,1623084,2267662,1825977,14954848.41,10228467.370000003
1900-01-01 12:01:16,BO,TRADE,t,14224,12.47,NASDAQ,504961,192024,312937,177373.28,1425085,1637308,2267662,1840201,14954848.41,10405840.650000002
1900-01-01 12:01:56,BO,TRADE,t,7112,12.47,NASDAQ,504961,199136,305825,88686.64,1425085,1644420,2267662,1847313,14954848.41,10494527.290000003
1900-01-01 12:02:54,BO,TRADE,t,7112,12.47,NASDAQ,504961,206248,298713,88686.64,1425085,1651532,2267662,1854425,14954848.41,10583213.930000003
1900-01-01 12:03:49,BO,TRADE,t,14224,12.47,NASDAQ,504961,220472,284489,177373.28,1425085,1665756,2267662,1868649,14954848.41,10760587.210000003
1900-01-01 12:04:23,BO,TRADE,t,7112,12.47,NASDAQ,504961,227584,277377,88686.64,1425085,1672868,2267662,1875761,14954848.41,10849273.850000003
1900-01-01 12:05:18,BO,TRADE,t,14224,12.47,NASDAQ,504961,241808,263153,177373.28,1425085,1687092,2267662,1889985,14954848.41,11026647.130000003
1900-01-01 12:06:12,BO,TRADE,t,21336,12.47,NASDAQ,504961,263144,241817,266059.92000000004,1425085,1708428,2267662,1911321,14954848.41,11292707.050000003
1900-01-01 12:06:17,BO,TRADE,t,7112,12.47,NASDAQ,504961,270256,234705,88686.64,1425085,1715540,2267662,1918433,14954848.41,11381393.690000003
1900-01-01 12:06:59,BO,TRADE,t,7112,12.47,NASDAQ,504961,277368,227593,88686.64,1425085,1722652,2267662,1925545,14954848.41,11470080.330000004
1900-01-01 12:07:39,BO,TRADE,t,21336,12.47,NASDAQ,504961,298704,206257,266059.92000000004,1425085,1743988,2267662,1946881,14954848.41,11736140.250000004
1900-01-01 12:08:35,BO,TRADE,t,28449,12.47,NASDAQ,504961,327153,177808,354759.03,1425085,1772437,2267662,1975330,14954848.41,12090899.280000003
1900-01-01 12:08:54,BO,TRADE,t,7112,12.47,NASDAQ,504961,334265,170696,88686.64,1425085,1779549,2267662,1982442,14954848.41,12179585.920000004
1900-01-01 12:09:26,BO,TRADE,t,14224,12.47,NASDAQ,504961,348489,156472,177373.28,1425085,1793773,2267662,1996666,14954848.41,12356959.200000003
1900-01-01 12:10:24,BO,TRADE,t,56898,12.47,NASDAQ,504961,405387,99574,709518.06,1425085,1850671,2267662,2053564,14954848.41,13066477.260000004
1900-01-01 12:10:46,BO,TRADE,b,7112,12.47,NASDAQ,512073,405387,106686,88686.64,1432197,1850671,2274774,2053564,15043535.05,13066477.260000004
1900-01-01 12:10:52,BO,TRADE,b,7112,12.47,NASDAQ,519185,405387,113798,88686.64,1439309,1850671,2281886,2053564,15132221.690000001,13066477.260000004
1900-01-01 12:10:54,BO,TRADE,t,7112,12.47,NASDAQ,519185,412499,106686,88686.64,1439309,1857783,2281886,2060676,15132221.690000001,13155163.900000004
1900-01-01 12:11:26,BO,TRADE,t,7112,12.47,NASDAQ,519185,419611,99574,88686.64,1439309,1864895,2281886,2067788,15132221.690000001,13243850.540000005
1900-01-01 12:11:49,BO,TRADE,t,7112,12.47,NASDAQ,519185,426723,92462,88686.64,1439309,1872007,2281886,2074900,15132221.690000001,13332537.180000005
1900-01-01 12:12:11,BO,TRADE,t,7112,12.47,NASDAQ,519185,433835,85350,88686.64,1439309,1879119,2281886,2082012,15132221.690000001,13421223.820000006
1900-01-01 12:12:36,BO,TRADE,t,7112,12.47,NASDAQ,519185,440947,78238,88686.64,1439309,1886231,2281886,2089124,15132221.690000001,13509910.460000006
1900-01-01 12:13:31,BO,TRADE,t,7112,12.47,NASDAQ,519185,448059,71126,88686.64,1439309,1893343,2281886,2096236,15132221.690000001,13598597.100000007
1900-01-01 12:13:49,BO,TRADE,t,7112,12.47,NASDAQ,519185,455171,64014,88686.64,1439309,1900455,2281886,2103348,15132221.690000001,13687283.740000008
1900-01-01 12:14:13,DEQ,TRADE,t,7112,16.49,NYSE,0,7112,-7112,117276.87999999999,842577,210005,2281886,2110460,15132221.690000001,13804560.620000008
1900-01-01 12:15:05,DEQ,TRADE,b,7112,16.49,NASDAQ,7112,7112,0,117276.87999999999,1446421,1900455,2288998,2110460,15249498.570000002,13804560.620000008
1900-01-01 12:15:50,DEQ,TRADE,t,7112,16.49,NASDAQ,7112,14224,-7112,117276.87999999999,1446421,1907567,2288998,2117572,15249498.570000002,13921837.50000001
1900-01-01 12:16:32,DEQ,TRADE,b,7112,16.49,NASDAQ,14224,14224,0,117276.87999999999,1453533,1907567,2296110,2117572,15366775.450000003,13921837.50000001
1900-01-01 12:16:45,BO,TRADE,s,711,12.47,NASDAQ,519185,455882,63303,8866.17,1453533,1908278,2296110,2118283,15366775.450000003,13930703.67000001
1900-01-01 12:17:23,BO,TRADE,t,711,12.47,NASDAQ,519185,456593,62592,8866.17,1453533,1908989,2296110,2118994,15366775.450000003,13939569.84000001
1900-01-01 12:17:48,BO,TRADE,s,9388,12.47,NASDAQ,519185,465981,53204,117068.36,1453533,1918377,2296110,2128382,15366775.450000003,14056638.200000009
1900-01-01 12:18:46,BO,TRADE,s,9814,12.47,NYSE,519185,475795,43390,122380.58,842577,219819,2296110,2138196,15366775.450000003,14179018.780000009
1900-01-01 12:19:31,BO,TRADE,t,14224,12.47,NASDAQ,519185,490019,29166,177373.28,1453533,1932601,2296110,2152420,15366775.450000003,14356392.060000008
1900-01-01 12:19:48,BO,TRADE,s,4196,12.47,NYSE,519185,494215,24970,52324.12,842577,224015,2296110,2156616,15366775.450000003,14408716.180000007
1900-01-01 12:20:03,BO,TRADE,s,7325,12.47,NYSE,519185,501540,17645,91342.75,842577,231340,2296110,2163941,15366775.450000003,14500058.930000007
1900-01-01 12:21:02,BO,TRADE,s,7112,12.47,NYSE,519185,508652,10533,88686.64,842577,238452,2296110,2171053,15366775.450000003,14588745.570000008
1900-01-01 12:21:15,BO,TRADE,t,4125,12.47,NASDAQ,519185,512777,6408,51438.75,1453533,1936726,2296110,2175178,15366775.450000003,14640184.320000008
1900-01-01 12:21:31,BO,TRADE,t,2275,12.47,NASDAQ,519185,515052,4133,28369.25,1453533,1939001,2296110,2177453,15366775.450000003,14668553.570000008
1900-01-01 12:22:26,BO,TRADE,t,4125,12.47,NYSE,519185,519177,8,51438.75,842577,242577,2296110,2181578,15366775.450000003,14719992.320000008
1900-01-01 12:23:22,BO,TRADE,t,7112,12.47,NYSE,519185,526289,-7104,88686.64,842577,249689,2296110,2188690,15366775.450000003,14808678.960000008
1900-01-01 12:23:32,BO,TRADE,b,7112,12.46,NASDAQ,526297,526289,8,88615.52,1460645,1939001,2303222,2188690,15455390.970000003,14808678.960000008
1900-01-01 12:24:21,LMA,TRADE,b,7112,6.33,NASDAQ,864123,857009,7114,45018.96,1467757,1939001,2310334,2188690,15500409.930000003,14808678.960000008
1900-01-01 12:24:56,LMA,TRADE,t,7112,6.33,NASDAQ,864123,864121,2,45018.96,1467757,1946113,2310334,2195802,15500409.930000003,14853697.92000001
